rank	term	p_value	z_score	combined_score	overlap_genes	adjusted_p_value
181	Positive Regulation Of Cell Migration (GO:0030335)	0.037116066154299396	4.302864640279903	14.172368299469568	['MMP14', 'VSIR', 'MAP4K4']	0.13168020727426835
182	Positive Regulation Of Histone Acetylation (GO:0035066)	0.03715538012271022	28.93033381712627	95.25736807729457	['SMAD4']	0.13168020727426835
183	Positive Regulation Of Lyase Activity (GO:0051349)	0.03715538012271022	28.93033381712627	95.25736807729457	['CACNA1D']	0.13168020727426835
184	MHC Class II Protein Complex Assembly (GO:0002399)	0.03715538012271022	28.93033381712627	95.25736807729457	['HLA-DRB5']	0.13168020727426835
177	Regulation Of Protein Phosphorylation (GO:0001932)	0.034764379041832355	4.419398293668612	14.845474842689603	['CCND2', 'ERBB2', 'ITGB2']	0.13168020727426835
185	Regulation Of Histone H3-K4 Methylation (GO:0051569)	0.03715538012271022	28.93033381712627	95.25736807729457	['SMAD4']	0.13168020727426835
187	Peptide Antigen Assembly With MHC Class II Protein Complex (GO:0002503)	0.03715538012271022	28.93033381712627	95.25736807729457	['HLA-DRB5']	0.13168020727426835
188	Membrane Raft Organization (GO:0031579)	0.03715538012271022	28.93033381712627	95.25736807729457	['RFTN1']	0.13168020727426835
189	Microvillus Assembly (GO:0030033)	0.03715538012271022	28.93033381712627	95.25736807729457	['MAP4K4']	0.13168020727426835
190	Regulation Of Superoxide Anion Generation (GO:0032928)	0.03715538012271022	28.93033381712627	95.25736807729457	['ITGB2']	0.13168020727426835
191	Mitotic intra-S DNA Damage Checkpoint Signaling (GO:0031573)	0.03715538012271022	28.93033381712627	95.25736807729457	['CHEK2']	0.13168020727426835
192	Positive Regulation Of Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002824)	0.03715538012271022	28.93033381712627	95.25736807729457	['TYK2']	0.13168020727426835
193	Serine Family Amino Acid Metabolic Process (GO:0009069)	0.03715538012271022	28.93033381712627	95.25736807729457	['SHMT1']	0.13168020727426835
186	Positive Regulation Of Transcription From RNA Polymerase II Promoter Involved In Cellular Response To Chemical Stimulus (GO:1901522)	0.03715538012271022	28.93033381712627	95.25736807729457	['SMAD4']	0.13168020727426835
155	Negative Regulation Of Cardiac Muscle Hypertrophy (GO:0010614)	0.03193162350337226	34.19382504288165	117.76895070161899	['SMAD4']	0.13168020727426835
176	Endolysosomal Toll-Like Receptor Signaling Pathway (GO:0140894)	0.03454696920988076	31.342767295597483	105.4820602978719	['RFTN1']	0.13168020727426835
117	Positive Regulation Of GTPase Activity (GO:0043547)	0.02532484649650384	5.020371785077668	18.454732507373002	['ERBB2', 'ARHGAP45', 'MAP4K4']	0.13168020727426835
157	Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045)	0.03330194056047259	7.33801775147929	24.96496084094988	['CCND2', 'ADAMTS1']	0.13168020727426835
158	Positive Regulation Of Cell Growth (GO:0030307)	0.03330194056047259	7.33801775147929	24.96496084094988	['MMP14', 'ERBB2']	0.13168020727426835
159	Negative Regulation Of Translation (GO:0017148)	0.033878569792916105	7.267765567765568	24.601187484491195	['DAPK1', 'SHMT1']	0.13168020727426835
160	Monoatomic Ion Transport (GO:0006811)	0.033878569792916105	7.267765567765568	24.601187484491195	['CHRNB4', 'SLC5A5']	0.13168020727426835
161	Positive Regulation Of T Cell Activation (GO:0050870)	0.033878569792916105	7.267765567765568	24.601187484491195	['HLA-DRB5', 'TYK2']	0.13168020727426835
162	ERBB2 Signaling Pathway (GO:0038128)	0.03454696920988076	31.342767295597483	105.4820602978719	['ERBB2']	0.13168020727426835
163	Positive Regulation Of Leukocyte Degranulation (GO:0043302)	0.03454696920988076	31.342767295597483	105.4820602978719	['ITGB2']	0.13168020727426835
175	Embryonic Hemopoiesis (GO:0035162)	0.03454696920988076	31.342767295597483	105.4820602978719	['ZFPM1']	0.13168020727426835
164	Interleukin-6-Mediated Signaling Pathway (GO:0070102)	0.03454696920988076	31.342767295597483	105.4820602978719	['SMAD4']	0.13168020727426835
166	Intracellular Potassium Ion Homeostasis (GO:0030007)	0.03454696920988076	31.342767295597483	105.4820602978719	['KCNMA1']	0.13168020727426835
167	Atrial Septum Development (GO:0003283)	0.03454696920988076	31.342767295597483	105.4820602978719	['ZFPM1']	0.13168020727426835
168	Atrioventricular Valve Development (GO:0003171)	0.03454696920988076	31.342767295597483	105.4820602978719	['ZFPM1']	0.13168020727426835
169	Cardiac Left Ventricle Morphogenesis (GO:0003214)	0.03454696920988076	31.342767295597483	105.4820602978719	['SMAD4']	0.13168020727426835
170	Membrane Depolarization During Action Potential (GO:0086010)	0.03454696920988076	31.342767295597483	105.4820602978719	['CACNA1D']	0.13168020727426835
171	Microvillus Organization (GO:0032528)	0.03454696920988076	31.342767295597483	105.4820602978719	['MAP4K4']	0.13168020727426835
173	Positive Regulation Of Cyclase Activity (GO:0031281)	0.03454696920988076	31.342767295597483	105.4820602978719	['CACNA1D']	0.13168020727426835
165	Positive Regulation Of Superoxide Anion Generation (GO:0032930)	0.03454696920988076	31.342767295597483	105.4820602978719	['ITGB2']	0.13168020727426835
116	Positive Regulation Of Developmental Process (GO:0051094)	0.025047011586177656	5.042455242966752	18.59153629556091	['ZBTB16', 'PRL', 'VLDLR']	0.13168020727426835
172	Positive Regulation Of T-helper 17 Type Immune Response (GO:2000318)	0.03454696920988076	31.342767295597483	105.4820602978719	['TYK2']	0.13168020727426835
114	Negative Regulation Of Alpha-Beta T Cell Proliferation (GO:0046642)	0.024043797089670676	47.02358490566038	175.29819860584723	['VSIR']	0.13168020727426835
58	Positive Regulation Of NK T Cell Proliferation (GO:0051142)	0.013428510503704935	94.06603773584905	405.45991459490074	['TYK2']	0.13168020727426835
59	Response To Gonadotropin (GO:0034698)	0.013428510503704935	94.06603773584905	405.45991459490074	['SLC5A5']	0.13168020727426835
60	Negative Regulation Of Cardiac Muscle Cell Differentiation (GO:2000726)	0.013428510503704935	94.06603773584905	405.45991459490074	['SMAD4']	0.13168020727426835
61	Cellular Response To Type II Interferon (GO:0071346)	0.013743789789728367	11.948317307692308	51.22444610721821	['DAPK1', 'TYK2']	0.13168020727426835
62	Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412)	0.014954564489960439	11.411595866819747	47.959955677421554	['DAPK1', 'CACNA1D']	0.13168020727426835
64	Toll-Like Receptor 3 Signaling Pathway (GO:0034138)	0.016092906355470643	75.24905660377358	310.73170127161313	['RFTN1']	0.13168020727426835
65	SA Node Cell Action Potential (GO:0086015)	0.016092906355470643	75.24905660377358	310.73170127161313	['CACNA1D']	0.13168020727426835
66	SMAD Protein Complex Assembly (GO:0007183)	0.016092906355470643	75.24905660377358	310.73170127161313	['SMAD4']	0.13168020727426835
67	Nucleobase Biosynthetic Process (GO:0046112)	0.016092906355470643	75.24905660377358	310.73170127161313	['SHMT1']	0.13168020727426835
68	Cellular Response To Gonadotropin Stimulus (GO:0071371)	0.016092906355470643	75.24905660377358	310.73170127161313	['SLC5A5']	0.13168020727426835
69	Regulation Of Transforming Growth Factor Beta2 Production (GO:0032909)	0.016092906355470643	75.24905660377358	310.73170127161313	['SMAD4']	0.13168020727426835
70	Regulation Of NK T Cell Proliferation (GO:0051140)	0.016092906355470643	75.24905660377358	310.73170127161313	['TYK2']	0.13168020727426835
71	Negative Regulation Of CD4-positive, Alpha-Beta T Cell Proliferation (GO:2000562)	0.016092906355470643	75.24905660377358	310.73170127161313	['VSIR']	0.13168020727426835
72	Regulation Of T-helper Cell Differentiation (GO:0045622)	0.016092906355470643	75.24905660377358	310.73170127161313	['JUNB']	0.13168020727426835
73	Gland Development (GO:0048732)	0.017070676702069677	10.616452991452991	43.21313700492695	['PRL', 'GFER']	0.13168020727426835
57	Purine Nucleobase Biosynthetic Process (GO:0009113)	0.013428510503704935	94.06603773584905	405.45991459490074	['SHMT1']	0.13168020727426835
56	Protein Localization To Membrane Raft (GO:1903044)	0.013428510503704935	94.06603773584905	405.45991459490074	['RFTN1']	0.13168020727426835
55	Hydrogen Peroxide Biosynthetic Process (GO:0050665)	0.013428510503704935	94.06603773584905	405.45991459490074	['MAOB']	0.13168020727426835
54	Positive Regulation Of Nuclear Cell Cycle DNA Replication (GO:0010571)	0.013428510503704935	94.06603773584905	405.45991459490074	['CDC7']	0.13168020727426835
115	Serine Family Amino Acid Catabolic Process (GO:0009071)	0.024043797089670676	47.02358490566038	175.29819860584723	['SHMT1']	0.13168020727426835
39	DNA Metabolic Process (GO:0006259)	0.007571485299804921	5.5385915492957745	27.04696978204548	['RAD51AP1', 'RBMS1', 'XPC', 'DDB2']	0.13168020727426835
40	DNA Repair (GO:0006281)	0.007847024552323705	5.4798606271777	26.56428666954818	['RAD51AP1', 'CHEK2', 'XPC', 'DDB2']	0.13168020727426835
41	Receptor Internalization (GO:0031623)	0.008382535244155703	15.617739403453688	74.6778588702288	['ITGB2', 'DNM1']	0.13168020727426835
42	Cardiac Muscle Tissue Development (GO:0048738)	0.008702860592001184	15.304615384615385	72.6066794687417	['SMAD4', 'ZFPM1']	0.13168020727426835
43	Cell Cycle G1/S Phase Transition (GO:0044843)	0.008702860592001184	15.304615384615385	72.6066794687417	['CCND2', 'CDC7']	0.13168020727426835
44	Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425)	0.009028615477782772	15.003770739064857	70.62809393251956	['PRL', 'TYK2']	0.13168020727426835
74	Regulation Of Translation (GO:0006417)	0.017263263694291264	5.837126810523205	23.693916426000204	['DAPK1', 'SHMT1', 'ERBB2']	0.13168020727426835
45	Protein Autophosphorylation (GO:0046777)	0.009565391171213073	7.320384757676655	34.03688864638277	['DAPK1', 'CHEK2', 'ERBB2']	0.13168020727426835
47	Myeloid Cell Differentiation (GO:0030099)	0.010385321677248704	13.90979020979021	63.53104510332115	['ZBTB16', 'ZFPM1']	0.13168020727426835
48	Protein Phosphorylation (GO:0006468)	0.011068822496125156	4.009688723974438	18.058125986560793	['DAPK1', 'CHEK2', 'ERBB2', 'CDC7', 'MAP4K4']	0.13168020727426835
49	Metal Ion Transport (GO:0030001)	0.01107146694074653	6.925070028011205	31.186249743550285	['KCNMA1', 'CACNA1D', 'SLC5A5']	0.13168020727426835
50	G1/S Transition Of Mitotic Cell Cycle (GO:0000082)	0.012578132119592557	12.53783102143758	54.862984800252825	['CCND2', 'CDC7']	0.13168020727426835
51	Positive Regulation Of Focal Adhesion Disassembly (GO:0120183)	0.013428510503704935	94.06603773584905	405.45991459490074	['MAP4K4']	0.13168020727426835
52	ERBB2-EGFR Signaling Pathway (GO:0038134)	0.013428510503704935	94.06603773584905	405.45991459490074	['ERBB2']	0.13168020727426835
53	Regulation Of Focal Adhesion Disassembly (GO:0120182)	0.013428510503704935	94.06603773584905	405.45991459490074	['MAP4K4']	0.13168020727426835
46	Nucleotide-Excision Repair (GO:0006289)	0.010038152704654208	14.168091168091168	65.19251879575016	['XPC', 'DDB2']	0.13168020727426835
75	Regulation Of Angiogenesis (GO:0045765)	0.01794646025488545	5.749563191613279	23.115327578724173	['ADAMTS1', 'ERBB2', 'PRL']	0.13168020727426835
63	Phagocytosis (GO:0006909)	0.014954564489960439	11.411595866819747	47.959955677421554	['ITGB2', 'CD14']	0.13168020727426835
77	Positive Regulation Of Isomerase Activity (GO:0010912)	0.018750240650692064	62.704402515723274	249.34710980306107	['ITGB2']	0.13168020727426835
97	Regulation Of Nuclear Cell Cycle DNA Replication (GO:0033262)	0.021400531511072123	53.74393530997305	206.60993448840276	['CDC7']	0.13168020727426835
98	Regulation Of Sterol Biosynthetic Process (GO:0106118)	0.021400531511072123	53.74393530997305	206.60993448840276	['SEC14L2']	0.13168020727426835
99	Positive Regulation Of NK T Cell Activation (GO:0051135)	0.021400531511072123	53.74393530997305	206.60993448840276	['TYK2']	0.13168020727426835
100	Regulation Of CD8-positive, Alpha-Beta T Cell Proliferation (GO:2000564)	0.021400531511072123	53.74393530997305	206.60993448840276	['VSIR']	0.13168020727426835
101	Positive Regulation Of Cell Motility (GO:2000147)	0.02184346920175862	5.3232595790609825	20.35536367879538	['MMP14', 'VSIR', 'MAP4K4']	0.13168020727426835
102	Integrin-Mediated Signaling Pathway (GO:0007229)	0.022142344917351207	9.204355885078776	35.071020755867686	['ADAMTS1', 'ITGB2']	0.13168020727426835
103	Cellular Response To Oxygen-Containing Compound (GO:1901701)	0.02385303990973374	3.8893532338308456	14.530015426582745	['DAPK1', 'SHMT1', 'CD14', 'SLC5A5']	0.13168020727426835
104	Positive Regulation Of Keratinocyte Migration (GO:0051549)	0.024043797089670676	47.02358490566038	175.29819860584723	['MAP4K4']	0.13168020727426835
105	Type II Interferon-Mediated Signaling Pathway (GO:0060333)	0.024043797089670676	47.02358490566038	175.29819860584723	['TYK2']	0.13168020727426835
106	Granulocyte Migration (GO:0097530)	0.024043797089670676	47.02358490566038	175.29819860584723	['ITGB2']	0.13168020727426835
76	Establishment Of Centrosome Localization (GO:0051660)	0.018750240650692064	62.704402515723274	249.34710980306107	['PARD3B']	0.13168020727426835
108	Regulation Of Natural Killer Cell Proliferation (GO:0032817)	0.024043797089670676	47.02358490566038	175.29819860584723	['TYK2']	0.13168020727426835
109	Protein O-linked Glycosylation Via Serine (GO:0018242)	0.024043797089670676	47.02358490566038	175.29819860584723	['GALNT2']	0.13168020727426835
110	Protein O-linked Glycosylation Via Threonine (GO:0018243)	0.024043797089670676	47.02358490566038	175.29819860584723	['GALNT2']	0.13168020727426835
111	Purine Nucleobase Metabolic Process (GO:0006144)	0.024043797089670676	47.02358490566038	175.29819860584723	['SHMT1']	0.13168020727426835
112	Mitral Valve Morphogenesis (GO:0003183)	0.024043797089670676	47.02358490566038	175.29819860584723	['ZFPM1']	0.13168020727426835
113	Regulation Of CD4-positive, Alpha-Beta T Cell Proliferation (GO:2000561)	0.024043797089670676	47.02358490566038	175.29819860584723	['VSIR']	0.13168020727426835
96	Interleukin-12-Mediated Signaling Pathway (GO:0035722)	0.021400531511072123	53.74393530997305	206.60993448840276	['TYK2']	0.13168020727426835
95	Tetrahydrofolate Interconversion (GO:0035999)	0.021400531511072123	53.74393530997305	206.60993448840276	['SHMT1']	0.13168020727426835
107	Amino Sugar Metabolic Process (GO:0006040)	0.024043797089670676	47.02358490566038	175.29819860584723	['ST3GAL1']	0.13168020727426835
93	DNA Damage Response (GO:0006974)	0.01991293474377998	4.119157894736842	16.13221136859155	['RAD51AP1', 'CHEK2', 'XPC', 'DDB2']	0.13168020727426835
79	Positive Regulation Of Meiotic Nuclear Division (GO:0045836)	0.018750240650692064	62.704402515723274	249.34710980306107	['RAD51AP1']	0.13168020727426835
80	Negative Regulation Of Muscle Hypertrophy (GO:0014741)	0.018750240650692064	62.704402515723274	249.34710980306107	['SMAD4']	0.13168020727426835
81	Positive Regulation Of Myotube Differentiation (GO:0010831)	0.018750240650692064	62.704402515723274	249.34710980306107	['MMP14']	0.13168020727426835
