rank	term	p_value	z_score	combined_score	overlap_genes	adjusted_p_value
65	Positive Regulation Of Hemostasis (GO:1900048)	0.011492299803033998	99.845	445.91556292503236	['F2R']	0.05867362017008897
66	Negative Regulation Of Microtubule Polymerization (GO:0031115)	0.011492299803033998	99.845	445.91556292503236	['STMN1']	0.05867362017008897
67	Positive Regulation Of Muscle Contraction (GO:0045933)	0.011492299803033998	99.845	445.91556292503236	['F2R']	0.05867362017008897
68	Negative Regulation Of Nitrogen Compound Metabolic Process (GO:0051172)	0.011492299803033998	99.845	445.91556292503236	['LDLR']	0.05867362017008897
69	Positive Regulation Of Triglyceride Biosynthetic Process (GO:0010867)	0.011492299803033998	99.845	445.91556292503236	['LDLR']	0.05867362017008897
78	Granulocyte Activation (GO:0036230)	0.012530798277531565	90.76363636363637	397.50531795625653	['CXCL8']	0.05867362017008897
71	Polyamine Metabolic Process (GO:0006595)	0.011492299803033998	99.845	445.91556292503236	['SMOX']	0.05867362017008897
85	Positive Regulation Of Cell Morphogenesis Involved In Differentiation (GO:0010770)	0.012530798277531565	90.76363636363637	397.50531795625653	['CUX2']	0.05867362017008897
84	Defense Response To Tumor Cell (GO:0002357)	0.012530798277531565	90.76363636363637	397.50531795625653	['TNFRSF10B']	0.05867362017008897
83	Phospholipid Homeostasis (GO:0055091)	0.012530798277531565	90.76363636363637	397.50531795625653	['HNF4A']	0.05867362017008897
82	Regulation Of Sensory Perception (GO:0051931)	0.012530798277531565	90.76363636363637	397.50531795625653	['F2R']	0.05867362017008897
81	Cell-Cell Junction Maintenance (GO:0045217)	0.012530798277531565	90.76363636363637	397.50531795625653	['F2R']	0.05867362017008897
80	Positive Regulation Of Vasoconstriction (GO:0045907)	0.012530798277531565	90.76363636363637	397.50531795625653	['F2R']	0.05867362017008897
70	Biogenic Amine Biosynthetic Process (GO:0042401)	0.011492299803033998	99.845	445.91556292503236	['SMOX']	0.05867362017008897
79	Negative Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900025)	0.012530798277531565	90.76363636363637	397.50531795625653	['MELTF']	0.05867362017008897
77	Regulation Of DNA-templated Transcription (GO:0006355)	0.011951640895573015	3.77098121085595	16.693706555444788	['RBM15', 'CREB1', 'HNF4A', 'F2R', 'MELTF', 'NR3C2']	0.05867362017008897
76	Response To Lipopolysaccharide (GO:0032496)	0.011944658245559295	13.289976533690915	58.84098714596045	['CXCL8', 'F2R']	0.05867362017008897
75	Dosage Compensation By Inactivation Of X Chromosome (GO:0009048)	0.011492299803033998	99.845	445.91556292503236	['RBM15']	0.05867362017008897
74	Positive Regulation Of Coagulation (GO:0050820)	0.011492299803033998	99.845	445.91556292503236	['F2R']	0.05867362017008897
73	Negative Regulation Of Amyloid Fibril Formation (GO:1905907)	0.011492299803033998	99.845	445.91556292503236	['LDLR']	0.05867362017008897
72	Response To Nitric Oxide (GO:0071731)	0.011492299803033998	99.845	445.91556292503236	['EGLN1']	0.05867362017008897
54	Positive Regulation Of Smooth Muscle Contraction (GO:0045987)	0.009412182450531985	124.81875	582.3731356633181	['F2R']	0.05867362017008897
52	Positive Regulation Of Dendritic Spine Morphogenesis (GO:0061003)	0.008370561681605555	142.65714285714284	682.3340060288631	['CUX2']	0.05867362017008897
53	Negative Regulation Of Transcription By Competitive Promoter Binding (GO:0010944)	0.009412182450531985	124.81875	582.3731356633181	['CREB1']	0.05867362017008897
25	Cholesterol Import (GO:0070508)	0.005239439972471158	249.6875	1311.2440590040192	['LDLR']	0.05867362017008897
19	Regulation Of Transcription By RNA Polymerase II (GO:0006357)	0.003522002133713709	4.442850074220683	25.09644123148439	['CREB1', 'CUX2', 'USP9X', 'HNF4A', 'MELTF', 'SSBP3', 'NR3C2']	0.05867362017008897
20	Negative Regulation Of DNA-templated Transcription (GO:0045892)	0.003581656757378195	5.808517156862745	32.71316089411226	['RBM15', 'CREB1', 'CUX2', 'USP9X', 'HNF4A']	0.05867362017008897
21	Positive Regulation Of Binding (GO:0051099)	0.00406456409814138	23.52454169130692	129.51315922888548	['USP9X', 'STMN1']	0.05867362017008897
22	Regulation Of Glomerular Filtration (GO:0003093)	0.005239439972471158	249.6875	1311.2440590040192	['F2R']	0.05867362017008897
23	Positive Regulation Of Protein Catabolic Process In The Vacuole (GO:1904352)	0.005239439972471158	249.6875	1311.2440590040192	['LDLR']	0.05867362017008897
24	Intracellular Oxygen Homeostasis (GO:0032364)	0.005239439972471158	249.6875	1311.2440590040192	['EGLN1']	0.05867362017008897
51	Regulation Of RNA Biosynthetic Process (GO:2001141)	0.008370561681605555	142.65714285714284	682.3340060288631	['CXCL8']	0.05867362017008897
26	Negative Regulation Of Astrocyte Differentiation (GO:0048712)	0.005239439972471158	249.6875	1311.2440590040192	['LDLR']	0.05867362017008897
27	Lipid Transport (GO:0006869)	0.005673876383751198	19.73485600794439	102.06636095213236	['ABCG8', 'LDLR']	0.05867362017008897
28	Regulation Of Entry Of Bacterium Into Host Cell (GO:2000535)	0.006284191332539439	199.74	1012.6254955871668	['CXCL8']	0.05867362017008897
29	Negative Regulation Of Lipoprotein Particle Clearance (GO:0010985)	0.006284191332539439	199.74	1012.6254955871668	['LDLR']	0.05867362017008897
31	Regulation Of Intestinal Cholesterol Absorption (GO:0030300)	0.006284191332539439	199.74	1012.6254955871668	['ABCG8']	0.05867362017008897
32	Hepatocyte Growth Factor Receptor Signaling Pathway (GO:0048012)	0.006284191332539439	199.74	1012.6254955871668	['STMN1']	0.05867362017008897
33	Protein Import Into Peroxisome Matrix, Receptor Recycling (GO:0016562)	0.006284191332539439	199.74	1012.6254955871668	['USP9X']	0.05867362017008897
34	Polyamine Biosynthetic Process (GO:0006596)	0.006284191332539439	199.74	1012.6254955871668	['SMOX']	0.05867362017008897
30	TRAIL-activated Apoptotic Signaling Pathway (GO:0036462)	0.006284191332539439	199.74	1012.6254955871668	['TNFRSF10B']	0.05867362017008897
36	Regulation Of Cell Adhesion Molecule Production (GO:0060353)	0.006284191332539439	199.74	1012.6254955871668	['CXCL8']	0.05867362017008897
50	Regulation Of DNA Demethylation (GO:1901535)	0.008370561681605555	142.65714285714284	682.3340060288631	['USP9X']	0.05867362017008897
49	Regulation Of Lysosomal Protein Catabolic Process (GO:1905165)	0.008370561681605555	142.65714285714284	682.3340060288631	['LDLR']	0.05867362017008897
35	Regulation Of TORC2 Signaling (GO:1903939)	0.006284191332539439	199.74	1012.6254955871668	['USP9X']	0.05867362017008897
47	Regulation Of Cell Population Proliferation (GO:0042127)	0.007593395987490701	5.933920024702794	28.960356393550075	['CXCL8', 'HNF4A', 'F2R', 'MELTF']	0.05867362017008897
46	Positive Regulation Of Extracellular Matrix Disassembly (GO:0090091)	0.0073278982772855125	166.44166666666666	818.2383072102982	['MELTF']	0.05867362017008897
45	Positive Regulation Of DNA Demethylation (GO:1901537)	0.0073278982772855125	166.44166666666666	818.2383072102982	['USP9X']	0.05867362017008897
44	Cellular Biogenic Amine Catabolic Process (GO:0042402)	0.0073278982772855125	166.44166666666666	818.2383072102982	['SMOX']	0.05867362017008897
48	Positive Regulation Of DNA-templated Transcription (GO:0045893)	0.008107186546783123	4.730664378029079	22.778169713103285	['CREB1', 'HNF4A', 'F2R', 'MELTF', 'SSBP3']	0.05867362017008897
42	Positive Regulation Of Plasminogen Activation (GO:0010756)	0.0073278982772855125	166.44166666666666	818.2383072102982	['MELTF']	0.05867362017008897
41	Negative Regulation Of Microglial Cell Activation (GO:1903979)	0.0073278982772855125	166.44166666666666	818.2383072102982	['LDLR']	0.05867362017008897
40	Regulation Of Cyclic-Nucleotide Phosphodiesterase Activity (GO:0051342)	0.0073278982772855125	166.44166666666666	818.2383072102982	['EGLN1']	0.05867362017008897
39	Receptor-Mediated Endocytosis (GO:0006898)	0.007184296840360657	17.42017543859649	85.98350584036483	['CXCL8', 'LDLR']	0.05867362017008897
38	Negative Regulation Of Cell Population Proliferation (GO:0008285)	0.006968715590621833	8.68927304964539	43.15374831289628	['CXCL8', 'HNF4A', 'F2R']	0.05867362017008897
37	Response To Endoplasmic Reticulum Stress (GO:0034976)	0.006301044116962985	18.671992481203006	94.61173140892026	['CXCL8', 'TNFRSF10B']	0.05867362017008897
43	Protein Deubiquitination Involved In Ubiquitin-Dependent Protein Catabolic Process (GO:0071947)	0.0073278982772855125	166.44166666666666	818.2383072102982	['USP9X']	0.05867362017008897
89	Negative Regulation Of Cell Activation (GO:0050866)	0.013568257886165577	83.19583333333334	357.74392971285124	['LDLR']	0.06067602964824606
88	Protein Import Into Peroxisome Matrix (GO:0016558)	0.013568257886165577	83.19583333333334	357.74392971285124	['USP9X']	0.06067602964824606
87	Regulation Of Nitrogen Compound Metabolic Process (GO:0051171)	0.013568257886165577	83.19583333333334	357.74392971285124	['LDLR']	0.06067602964824606
86	Negative Regulation Of Neuroinflammatory Response (GO:0150079)	0.013568257886165577	83.19583333333334	357.74392971285124	['LDLR']	0.06067602964824606
113	Negative Regulation Of Rho Protein Signal Transduction (GO:0035024)	0.01770772695128657	62.384375	251.6432336564321	['STMN1']	0.06164068322232551
108	Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	0.016827004396806233	6.212324393358876	25.375918042350282	['F2R', 'TNFRSF10B', 'NR3C2']	0.06164068322232551
109	Regulation Of Receptor Recycling (GO:0001919)	0.01770772695128657	62.384375	251.6432336564321	['LDLR']	0.06164068322232551
110	Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045091)	0.01770772695128657	62.384375	251.6432336564321	['CXCL8']	0.06164068322232551
111	Microtubule Depolymerization (GO:0007019)	0.01770772695128657	62.384375	251.6432336564321	['STMN1']	0.06164068322232551
112	Receptor Recycling (GO:0001881)	0.01770772695128657	62.384375	251.6432336564321	['USP9X']	0.06164068322232551
114	Positive Regulation Of Dendrite Morphogenesis (GO:0050775)	0.01770772695128657	62.384375	251.6432336564321	['CUX2']	0.06164068322232551
107	Positive Regulation Of Collagen Metabolic Process (GO:0010714)	0.016674413158675527	66.54666666666667	272.4340597931688	['F2R']	0.06164068322232551
116	Regulation Of Collagen Biosynthetic Process (GO:0032965)	0.01874000670829494	58.71176470588235	233.50224496360525	['F2R']	0.06164068322232551
117	Positive Regulation Of Neutrophil Chemotaxis (GO:0090023)	0.01874000670829494	58.71176470588235	233.50224496360525	['CXCL8']	0.06164068322232551
118	Neutrophil Activation (GO:0042119)	0.01874000670829494	58.71176470588235	233.50224496360525	['CXCL8']	0.06164068322232551
119	Positive Regulation Of Triglyceride Metabolic Process (GO:0090208)	0.01874000670829494	58.71176470588235	233.50224496360525	['LDLR']	0.06164068322232551
120	Cell Junction Maintenance (GO:0034331)	0.01874000670829494	58.71176470588235	233.50224496360525	['F2R']	0.06164068322232551
121	Positive Regulation Of Extracellular Matrix Organization (GO:1903055)	0.01874000670829494	58.71176470588235	233.50224496360525	['MELTF']	0.06164068322232551
115	Negative Regulation Of Cellular Process (GO:0048523)	0.01786502943838886	6.068976279650437	24.427084165463015	['CXCL8', 'HNF4A', 'F2R']	0.06164068322232551
106	Regulation Of Triglyceride Biosynthetic Process (GO:0010866)	0.016674413158675527	66.54666666666667	272.4340597931688	['LDLR']	0.06164068322232551
100	Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)	0.016085337297922317	11.324370709382151	46.76792008601111	['CXCL8', 'LDLR']	0.06164068322232551
104	Regulation Of Plasminogen Activation (GO:0010755)	0.016674413158675527	66.54666666666667	272.4340597931688	['MELTF']	0.06164068322232551
90	Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	0.014178068898993416	12.121787025703794	51.59104018486792	['CXCL8', 'LDLR']	0.06164068322232551
91	Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	0.01433296171049685	12.051110435047155	51.15929423409313	['F2R', 'TNFRSF10B']	0.06164068322232551
92	Regulation Of Extracellular Matrix Disassembly (GO:0010715)	0.014604679593987663	76.79230769230769	324.5560291468294	['MELTF']	0.06164068322232551
93	Regulation Of Microglial Cell Activation (GO:1903978)	0.014604679593987663	76.79230769230769	324.5560291468294	['LDLR']	0.06164068322232551
94	Regulation Of Sensory Perception Of Pain (GO:0051930)	0.014604679593987663	76.79230769230769	324.5560291468294	['F2R']	0.06164068322232551
95	Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	0.015194958697744725	4.79783348028719	20.08752877319974	['CREB1', 'HNF4A', 'MELTF', 'SSBP3']	0.06164068322232551
96	Negative Regulation Of Macrophage Activation (GO:0043031)	0.015640064360477556	71.30357142857143	296.4745049823623	['LDLR']	0.06164068322232551
98	Regulation Of Amyloid Fibril Formation (GO:1905906)	0.015640064360477556	71.30357142857143	296.4745049823623	['LDLR']	0.06164068322232551
99	Positive Regulation Of Collagen Biosynthetic Process (GO:0032967)	0.015640064360477556	71.30357142857143	296.4745049823623	['F2R']	0.06164068322232551
105	Oligodendrocyte Development (GO:0014003)	0.016674413158675527	66.54666666666667	272.4340597931688	['EIF2B2']	0.06164068322232551
101	Regulation Of Interleukin-1 Production (GO:0032652)	0.016674413158675527	66.54666666666667	272.4340597931688	['F2R']	0.06164068322232551
102	Positive Regulation Of Positive Chemotaxis (GO:0050927)	0.016674413158675527	66.54666666666667	272.4340597931688	['CXCL8']	0.06164068322232551
103	Intracellular Cholesterol Transport (GO:0032367)	0.016674413158675527	66.54666666666667	272.4340597931688	['LDLR']	0.06164068322232551
97	Activation Of NF-kappaB-inducing Kinase Activity (GO:0007250)	0.015640064360477556	71.30357142857143	296.4745049823623	['TNFRSF10B']	0.06164068322232551
127	Protein Stabilization (GO:0050821)	0.019850772618662103	10.10373019928462	39.601695294657276	['CREB1', 'USP9X']	0.06220950789155526
125	Regulation Of Megakaryocyte Differentiation (GO:0045652)	0.019771253405680735	55.44722222222222	217.54863156976407	['RBM15']	0.06220950789155526
126	Oligodendrocyte Differentiation (GO:0048709)	0.019771253405680735	55.44722222222222	217.54863156976407	['EIF2B2']	0.06220950789155526
123	Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	0.01967413156801352	5.843862815884476	22.95732652860365	['CREB1', 'HNF4A', 'F2R']	0.06220950789155526
122	Regulation Of Angiogenesis (GO:0045765)	0.019317273472065823	10.254602022297123	40.47240780131084	['EGLN1', 'CXCL8']	0.06220950789155526
124	Establishment Of Skin Barrier (GO:0061436)	0.019771253405680735	55.44722222222222	217.54863156976407	['STMN1']	0.06220950789155526
138	Sodium Ion Import Across Plasma Membrane (GO:0098719)	0.021830651495044692	49.8975	190.8300081149324	['SLC9A2']	0.0629608644567231
137	Skin Epidermis Development (GO:0098773)	0.021830651495044692	49.8975	190.8300081149324	['STMN1']	0.0629608644567231
136	Positive Regulation Of Dendritic Spine Development (GO:0060999)	0.021830651495044692	49.8975	190.8300081149324	['CUX2']	0.0629608644567231
134	Modulation By Symbiont Of Entry Into Host (GO:0052372)	0.021830651495044692	49.8975	190.8300081149324	['CXCL8']	0.0629608644567231
133	Peptide Catabolic Process (GO:0043171)	0.021830651495044692	49.8975	190.8300081149324	['ANPEP']	0.0629608644567231
135	Positive Regulation Of Blood Coagulation (GO:0030194)	0.021830651495044692	49.8975	190.8300081149324	['F2R']	0.0629608644567231
131	Response To Fibroblast Growth Factor (GO:0071774)	0.020801468010995312	52.526315789473685	203.4203291515269	['CXCL8']	0.0629608644567231
130	Regulation Of Smooth Muscle Contraction (GO:0006940)	0.020801468010995312	52.526315789473685	203.4203291515269	['F2R']	0.0629608644567231
129	Long-Term Memory (GO:0007616)	0.020801468010995312	52.526315789473685	203.4203291515269	['LDLR']	0.0629608644567231
128	Positive Regulation Of Protein Processing (GO:0010954)	0.020801468010995312	52.526315789473685	203.4203291515269	['MELTF']	0.0629608644567231
132	Positive Regulation Of Granulocyte Chemotaxis (GO:0071624)	0.021830651495044692	49.8975	190.8300081149324	['CXCL8']	0.0629608644567231
148	Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	0.024339030467828936	9.038443935926773	33.58391135996294	['F2R', 'TNFRSF10B']	0.0643830255192199
154	Response To Purine-Containing Compound (GO:0014074)	0.0249120249496479	43.38260869565217	160.18614661402282	['CREB1']	0.0643830255192199
152	Neuromuscular Junction Development (GO:0007528)	0.0249120249496479	43.38260869565217	160.18614661402282	['F2R']	0.0643830255192199
151	Amyloid Fibril Formation (GO:1990000)	0.0249120249496479	43.38260869565217	160.18614661402282	['USP9X']	0.0643830255192199
150	Acylglycerol Homeostasis (GO:0055090)	0.0249120249496479	43.38260869565217	160.18614661402282	['HNF4A']	0.0643830255192199
149	Positive Regulation Of Lipid Metabolic Process (GO:0045834)	0.0249120249496479	43.38260869565217	160.18614661402282	['CREB1']	0.0643830255192199
147	Cholesterol Efflux (GO:0033344)	0.02388592899272268	45.356818181818184	169.38348350725923	['ABCG8']	0.0643830255192199
153	Iron Ion Transport (GO:0006826)	0.0249120249496479	43.38260869565217	160.18614661402282	['MELTF']	0.0643830255192199
145	Positive Regulation Of Neutrophil Migration (GO:1902624)	0.02388592899272268	45.356818181818184	169.38348350725923	['CXCL8']	0.0643830255192199
144	Glial Cell Development (GO:0021782)	0.02388592899272268	45.356818181818184	169.38348350725923	['EIF2B2']	0.0643830255192199
143	Cellular Response To Lipid (GO:0071396)	0.023564247552044733	9.200279459711226	34.48287420058995	['CXCL8', 'CREB1']	0.0643830255192199
142	Regulation Of Cell Growth (GO:0001558)	0.023372199855028624	9.241637426900585	34.71351246634796	['HNF4A', 'MELTF']	0.0643830255192199
141	Positive Regulation Of Excitatory Postsynaptic Potential (GO:2000463)	0.022858804833681204	47.51904761904762	179.54686782262274	['CUX2']	0.0643830255192199
140	Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404)	0.022858804833681204	47.51904761904762	179.54686782262274	['LDLR']	0.0643830255192199
139	Platelet Dense Granule Organization (GO:0060155)	0.022858804833681204	47.51904761904762	179.54686782262274	['F2R']	0.0643830255192199
146	Axon Extension (GO:0048675)	0.02388592899272268	45.356818181818184	169.38348350725923	['USP9X']	0.0643830255192199
155	Inflammatory Response (GO:0006954)	0.02512429107320242	8.882141250562304	32.72109894150481	['CXCL8', 'F2R']	0.06451269578796492
158	Organophosphate Ester Transport (GO:0015748)	0.025937093673008556	41.572916666666664	151.8276651730302	['LDLR']	0.06492429737017236
159	Secretory Granule Organization (GO:0033363)	0.025937093673008556	41.572916666666664	151.8276651730302	['F2R']	0.06492429737017236
156	Negative Regulation Of Stress Fiber Assembly (GO:0051497)	0.025937093673008556	41.572916666666664	151.8276651730302	['STMN1']	0.06492429737017236
157	Regulation Of Neutrophil Chemotaxis (GO:0090022)	0.025937093673008556	41.572916666666664	151.8276651730302	['CXCL8']	0.06492429737017236
160	Negative Regulation Of Protein Polymerization (GO:0032272)	0.026961136138080617	39.908	144.2019250738276	['STMN1']	0.06583148578500667
161	Regulation Of Myeloid Cell Differentiation (GO:0045637)	0.026961136138080617	39.908	144.2019250738276	['RBM15']	0.06583148578500667
162	cAMP-mediated Signaling (GO:0019933)	0.026961136138080617	39.908	144.2019250738276	['CREB1']	0.06583148578500667
163	Regulation Of Vasoconstriction (GO:0019229)	0.026961136138080617	39.908	144.2019250738276	['F2R']	0.06583148578500667
164	Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110)	0.027984153316513986	38.371153846153845	137.21973105106596	['STMN1']	0.06709453626489498
165	Microtubule Polymerization Or Depolymerization (GO:0031109)	0.027984153316513986	38.371153846153845	137.21973105106596	['STMN1']	0.06709453626489498
166	Positive Regulation Of Cytosolic Calcium Ion Concentration Involved In Phospholipase C-activating G Protein-Coupled Signaling Pathway (GO:0051482)	0.027984153316513986	38.371153846153845	137.21973105106596	['F2R']	0.06709453626489498
170	Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232)	0.029006146168748567	36.94814814814815	130.8055903894323	['STMN1']	0.06790850691271724
167	Regulation Of Lipid Biosynthetic Process (GO:0046890)	0.029006146168748567	36.94814814814815	130.8055903894323	['CREB1']	0.06790850691271724
168	Negative Regulation Of Signaling (GO:0023057)	0.029006146168748567	36.94814814814815	130.8055903894323	['LDLR']	0.06790850691271724
169	Protein Depolymerization (GO:0051261)	0.029006146168748567	36.94814814814815	130.8055903894323	['STMN1']	0.06790850691271724
172	Positive Regulation Of Calcium Ion Transport (GO:0051928)	0.030027115673516156	35.62678571428572	124.89519987020886	['F2R']	0.06907972276334931
173	Regulation Of Blood Coagulation (GO:0030193)	0.030027115673516156	35.62678571428572	124.89519987020886	['F2R']	0.06907972276334931
171	Alpha-Amino Acid Metabolic Process (GO:1901605)	0.030027115673516156	35.62678571428572	124.89519987020886	['HNF4A']	0.06907972276334931
174	Regulation Of Dendritic Spine Morphogenesis (GO:0061001)	0.031047062800707417	34.39655172413793	119.43346355828847	['CUX2']	0.06981203951797486
175	Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:0008625)	0.031047062800707417	34.39655172413793	119.43346355828847	['TNFRSF10B']	0.06981203951797486
176	Intrinsic Apoptotic Signaling Pathway In Response To Endoplasmic Reticulum Stress (GO:0070059)	0.031047062800707417	34.39655172413793	119.43346355828847	['TNFRSF10B']	0.06981203951797486
177	Regulation Of Vasculature Development (GO:1901342)	0.031047062800707417	34.39655172413793	119.43346355828847	['EGLN1']	0.06981203951797486
178	Regulation Of Dendrite Morphogenesis (GO:0048814)	0.032065988516399045	33.248333333333335	114.37291539918965	['CUX2']	0.07012232653586165
179	Negative Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031111)	0.032065988516399045	33.248333333333335	114.37291539918965	['STMN1']	0.07012232653586165
180	Triglyceride Homeostasis (GO:0070328)	0.032065988516399045	33.248333333333335	114.37291539918965	['HNF4A']	0.07012232653586165
181	Modulation Of Excitatory Postsynaptic Potential (GO:0098815)	0.032065988516399045	33.248333333333335	114.37291539918965	['CUX2']	0.07012232653586165
182	Positive Regulation Of Rho Protein Signal Transduction (GO:0035025)	0.032065988516399045	33.248333333333335	114.37291539918965	['F2R']	0.07012232653586165
186	Negative Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435)	0.033083893789381195	32.174193548387095	109.67245370483883	['USP9X']	0.07041384881376318
187	Positive Regulation Of Synapse Assembly (GO:0051965)	0.033083893789381195	32.174193548387095	109.67245370483883	['CUX2']	0.07041384881376318
184	Transition Metal Ion Transport (GO:0000041)	0.033083893789381195	32.174193548387095	109.67245370483883	['MELTF']	0.07041384881376318
183	Female Gamete Generation (GO:0007292)	0.033083893789381195	32.174193548387095	109.67245370483883	['USP9X']	0.07041384881376318
185	NIK/NF-kappaB Signaling (GO:0038061)	0.033083893789381195	32.174193548387095	109.67245370483883	['TNFRSF10B']	0.07041384881376318
188	Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281)	0.034100779588340006	31.1671875	105.2963181340018	['F2R']	0.07143215934820696
189	Protein K63-linked Deubiquitination (GO:0070536)	0.034100779588340006	31.1671875	105.2963181340018	['USP9X']	0.07143215934820696
190	Monoubiquitinated Protein Deubiquitination (GO:0035520)	0.034100779588340006	31.1671875	105.2963181340018	['USP9X']	0.07143215934820696
191	Central Nervous System Development (GO:0007417)	0.035104676589706944	7.378909908222513	24.715075222335173	['EIF2B2', 'MELTF']	0.07279388259559898
192	Negative Regulation Of Ras Protein Signal Transduction (GO:0046580)	0.035116646880288954	30.221212121212123	101.21325681429822	['STMN1']	0.07279388259559898
193	Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283)	0.03714532981270047	28.49142857142857	93.81991597487813	['F2R']	0.07660021381064656
