scenario,estimator,rep,estimate,truth_beta,n_used
linear_gaussian,naive_observational,12,0.6513568592534604,0.8,5000
linear_gaussian,anchor_noise_0.00,12,0.7998589922855146,0.8,5000
linear_gaussian,anchor_noise_0.25,12,0.7855632211534793,0.8,5000
linear_gaussian,anchor_noise_0.50,12,0.7505961611868732,0.8,5000
linear_gaussian,anchor_noise_1.00,12,0.7017665640611082,0.8,5000
linear_gaussian,intervention_doX,12,0.7938015612925052,0.8,5000
linear_gaussian,naive_observational,13,0.6653369777763101,0.8,5000
linear_gaussian,anchor_noise_0.00,13,0.8391329290404191,0.8,5000
linear_gaussian,anchor_noise_0.25,13,0.8163224909723164,0.8,5000
linear_gaussian,anchor_noise_0.50,13,0.7831369086577434,0.8,5000
linear_gaussian,anchor_noise_1.00,13,0.7179522604384697,0.8,5000
linear_gaussian,intervention_doX,13,0.8133250522005826,0.8,5000
linear_gaussian,naive_observational,14,0.663110754839674,0.8,5000
linear_gaussian,anchor_noise_0.00,14,0.8093537953290874,0.8,5000
linear_gaussian,anchor_noise_0.25,14,0.7936922409334936,0.8,5000
linear_gaussian,anchor_noise_0.50,14,0.7595651533158331,0.8,5000
linear_gaussian,anchor_noise_1.00,14,0.7143545924479182,0.8,5000
linear_gaussian,intervention_doX,14,0.8030926079664991,0.8,5000
linear_gaussian,naive_observational,15,0.6475669344546267,0.8,5000
linear_gaussian,anchor_noise_0.00,15,0.8064536405022013,0.8,5000
linear_gaussian,anchor_noise_0.25,15,0.7904798862931403,0.8,5000
linear_gaussian,anchor_noise_0.50,15,0.7573813984741459,0.8,5000
linear_gaussian,anchor_noise_1.00,15,0.6952236327148024,0.8,5000
linear_gaussian,intervention_doX,15,0.7956952487142641,0.8,5000
linear_gaussian,naive_observational,16,0.640944735101085,0.8,5000
linear_gaussian,anchor_noise_0.00,16,0.7874777314214461,0.8,5000
linear_gaussian,anchor_noise_0.25,16,0.7706498964186776,0.8,5000
linear_gaussian,anchor_noise_0.50,16,0.7429177902766559,0.8,5000
linear_gaussian,anchor_noise_1.00,16,0.690460270312798,0.8,5000
linear_gaussian,intervention_doX,16,0.7897791807153657,0.8,5000
linear_gaussian,naive_observational,17,0.6541866033156044,0.8,5000
linear_gaussian,anchor_noise_0.00,17,0.8008668413957082,0.8,5000
linear_gaussian,anchor_noise_0.25,17,0.7860018107667466,0.8,5000
linear_gaussian,anchor_noise_0.50,17,0.7544888984254385,0.8,5000
linear_gaussian,anchor_noise_1.00,17,0.7018902755123585,0.8,5000
linear_gaussian,intervention_doX,17,0.8322634402188068,0.8,5000
linear_gaussian,naive_observational,18,0.6380871152669941,0.8,5000
linear_gaussian,anchor_noise_0.00,18,0.7862366760078053,0.8,5000
linear_gaussian,anchor_noise_0.25,18,0.7674579573886102,0.8,5000
linear_gaussian,anchor_noise_0.50,18,0.7301302303173299,0.8,5000
linear_gaussian,anchor_noise_1.00,18,0.6829191994997816,0.8,5000
linear_gaussian,intervention_doX,18,0.7731943203678819,0.8,5000
linear_gaussian,naive_observational,19,0.6721575161870349,0.8,5000
linear_gaussian,anchor_noise_0.00,19,0.822707248452373,0.8,5000
linear_gaussian,anchor_noise_0.25,19,0.8096643158539056,0.8,5000
linear_gaussian,anchor_noise_0.50,19,0.7638299281041289,0.8,5000
linear_gaussian,anchor_noise_1.00,19,0.7180432883957514,0.8,5000
linear_gaussian,intervention_doX,19,0.7963833544071167,0.8,5000
linear_gaussian,naive_observational,20,0.6456894977529472,0.8,5000
linear_gaussian,anchor_noise_0.00,20,0.7971855980027619,0.8,5000
linear_gaussian,anchor_noise_0.25,20,0.7822941336746269,0.8,5000
linear_gaussian,anchor_noise_0.50,20,0.7459963284413121,0.8,5000
linear_gaussian,anchor_noise_1.00,20,0.6907669209073917,0.8,5000
linear_gaussian,intervention_doX,20,0.7945872063571887,0.8,5000
linear_gaussian,naive_observational,21,0.6595741069851225,0.8,5000
linear_gaussian,anchor_noise_0.00,21,0.8041119667543201,0.8,5000
linear_gaussian,anchor_noise_0.25,21,0.7903950099287879,0.8,5000
linear_gaussian,anchor_noise_0.50,21,0.7471990355822066,0.8,5000
linear_gaussian,anchor_noise_1.00,21,0.7069631509891307,0.8,5000
linear_gaussian,intervention_doX,21,0.810489915519587,0.8,5000
linear_gaussian,naive_observational,22,0.6541161368861453,0.8,5000
linear_gaussian,anchor_noise_0.00,22,0.815028989461756,0.8,5000
linear_gaussian,anchor_noise_0.25,22,0.7939530754184083,0.8,5000
linear_gaussian,anchor_noise_0.50,22,0.7544906033454212,0.8,5000
linear_gaussian,anchor_noise_1.00,22,0.7060872377362089,0.8,5000
linear_gaussian,intervention_doX,22,0.8006437905619832,0.8,5000
linear_gaussian,naive_observational,23,0.6471290095306832,0.8,5000
linear_gaussian,anchor_noise_0.00,23,0.8026421927844347,0.8,5000
linear_gaussian,anchor_noise_0.25,23,0.7894227641432571,0.8,5000
linear_gaussian,anchor_noise_0.50,23,0.7516382844048533,0.8,5000
linear_gaussian,anchor_noise_1.00,23,0.700723458921,0.8,5000
linear_gaussian,intervention_doX,23,0.7912262068903503,0.8,5000
linear_gaussian,naive_observational,24,0.639978052561337,0.8,5000
linear_gaussian,anchor_noise_0.00,24,0.7911447904036651,0.8,5000
linear_gaussian,anchor_noise_0.25,24,0.7739806867777534,0.8,5000
linear_gaussian,anchor_noise_0.50,24,0.7439967793040416,0.8,5000
linear_gaussian,anchor_noise_1.00,24,0.6936366176936624,0.8,5000
linear_gaussian,intervention_doX,24,0.786598742606172,0.8,5000
linear_gaussian,naive_observational,25,0.6485301629346532,0.8,5000
linear_gaussian,anchor_noise_0.00,25,0.7931539059595694,0.8,5000
linear_gaussian,anchor_noise_0.25,25,0.7812029111411919,0.8,5000
linear_gaussian,anchor_noise_0.50,25,0.7463705657503782,0.8,5000
linear_gaussian,anchor_noise_1.00,25,0.6975474057326672,0.8,5000
linear_gaussian,intervention_doX,25,0.7564975092082884,0.8,5000
linear_gaussian,naive_observational,26,0.6398602906194117,0.8,5000
linear_gaussian,anchor_noise_0.00,26,0.7795983010917827,0.8,5000
linear_gaussian,anchor_noise_0.25,26,0.7638693034467116,0.8,5000
linear_gaussian,anchor_noise_0.50,26,0.7305077558890838,0.8,5000
linear_gaussian,anchor_noise_1.00,26,0.6886071766273574,0.8,5000
linear_gaussian,intervention_doX,26,0.7993240123623988,0.8,5000
linear_gaussian,naive_observational,27,0.6468980520440406,0.8,5000
linear_gaussian,anchor_noise_0.00,27,0.799520973573952,0.8,5000
linear_gaussian,anchor_noise_0.25,27,0.785792376128129,0.8,5000
linear_gaussian,anchor_noise_0.50,27,0.747126754800638,0.8,5000
linear_gaussian,anchor_noise_1.00,27,0.7067221278871006,0.8,5000
linear_gaussian,intervention_doX,27,0.8007250445590623,0.8,5000
linear_gaussian,naive_observational,28,0.6697067012371535,0.8,5000
linear_gaussian,anchor_noise_0.00,28,0.8025477075554567,0.8,5000
linear_gaussian,anchor_noise_0.25,28,0.7888836225109566,0.8,5000
linear_gaussian,anchor_noise_0.50,28,0.7558731294067366,0.8,5000
linear_gaussian,anchor_noise_1.00,28,0.71111526150756,0.8,5000
linear_gaussian,intervention_doX,28,0.8084459959606329,0.8,5000
linear_gaussian,naive_observational,29,0.6445703161802502,0.8,5000
linear_gaussian,anchor_noise_0.00,29,0.781966322419437,0.8,5000
linear_gaussian,anchor_noise_0.25,29,0.7701273017787585,0.8,5000
linear_gaussian,anchor_noise_0.50,29,0.7357394536645951,0.8,5000
linear_gaussian,anchor_noise_1.00,29,0.6901943291090813,0.8,5000
linear_gaussian,intervention_doX,29,0.8234082309370412,0.8,5000
linear_gaussian,naive_observational,30,0.6426527414828641,0.8,5000
linear_gaussian,anchor_noise_0.00,30,0.79280550385943,0.8,5000
linear_gaussian,anchor_noise_0.25,30,0.777733649972047,0.8,5000
linear_gaussian,anchor_noise_0.50,30,0.7435197022820027,0.8,5000
linear_gaussian,anchor_noise_1.00,30,0.6852405373433128,0.8,5000
linear_gaussian,intervention_doX,30,0.8301395591856013,0.8,5000
linear_gaussian,naive_observational,31,0.6396709824277764,0.8,5000
linear_gaussian,anchor_noise_0.00,31,0.777235142950142,0.8,5000
linear_gaussian,anchor_noise_0.25,31,0.7653200704536807,0.8,5000
linear_gaussian,anchor_noise_0.50,31,0.7242118457304294,0.8,5000
linear_gaussian,anchor_noise_1.00,31,0.6808211501650433,0.8,5000
linear_gaussian,intervention_doX,31,0.7913430158983131,0.8,5000
linear_gaussian,naive_observational,32,0.6628069922716286,0.8,5000
linear_gaussian,anchor_noise_0.00,32,0.8304671610613522,0.8,5000
linear_gaussian,anchor_noise_0.25,32,0.8102474186765489,0.8,5000
linear_gaussian,anchor_noise_0.50,32,0.7675757960661509,0.8,5000
linear_gaussian,anchor_noise_1.00,32,0.7256298716071489,0.8,5000
linear_gaussian,intervention_doX,32,0.7764202091292495,0.8,5000
linear_gaussian,naive_observational,33,0.6469920810120009,0.8,5000
linear_gaussian,anchor_noise_0.00,33,0.7997905506071881,0.8,5000
linear_gaussian,anchor_noise_0.25,33,0.7815438555609014,0.8,5000
linear_gaussian,anchor_noise_0.50,33,0.75566800373985,0.8,5000
linear_gaussian,anchor_noise_1.00,33,0.699357945550903,0.8,5000
linear_gaussian,intervention_doX,33,0.7714007657695917,0.8,5000
linear_gaussian,naive_observational,34,0.6406775159234517,0.8,5000
linear_gaussian,anchor_noise_0.00,34,0.7878272406358985,0.8,5000
linear_gaussian,anchor_noise_0.25,34,0.7716106220351368,0.8,5000
linear_gaussian,anchor_noise_0.50,34,0.7324897850646342,0.8,5000
linear_gaussian,anchor_noise_1.00,34,0.6900213890647228,0.8,5000
linear_gaussian,intervention_doX,34,0.8083271575026364,0.8,5000
linear_gaussian,naive_observational,35,0.6586662122781288,0.8,5000
linear_gaussian,anchor_noise_0.00,35,0.8072500534250913,0.8,5000
linear_gaussian,anchor_noise_0.25,35,0.7879131893270815,0.8,5000
linear_gaussian,anchor_noise_0.50,35,0.7550182901373432,0.8,5000
linear_gaussian,anchor_noise_1.00,35,0.7040088439519538,0.8,5000
linear_gaussian,intervention_doX,35,0.779859996594927,0.8,5000
linear_gaussian,naive_observational,36,0.6360784316049536,0.8,5000
linear_gaussian,anchor_noise_0.00,36,0.7681510569485945,0.8,5000
linear_gaussian,anchor_noise_0.25,36,0.758443052385921,0.8,5000
linear_gaussian,anchor_noise_0.50,36,0.7203682350057181,0.8,5000
linear_gaussian,anchor_noise_1.00,36,0.6809566076988272,0.8,5000
linear_gaussian,intervention_doX,36,0.8304338982645365,0.8,5000
linear_gaussian,naive_observational,37,0.6430223202277157,0.8,5000
linear_gaussian,anchor_noise_0.00,37,0.7938000387535259,0.8,5000
linear_gaussian,anchor_noise_0.25,37,0.7743144934690814,0.8,5000
linear_gaussian,anchor_noise_0.50,37,0.7478982099011466,0.8,5000
linear_gaussian,anchor_noise_1.00,37,0.7034788179719882,0.8,5000
linear_gaussian,intervention_doX,37,0.797937345582865,0.8,5000
linear_gaussian,naive_observational,38,0.6713375557628948,0.8,5000
linear_gaussian,anchor_noise_0.00,38,0.8351678458422831,0.8,5000
linear_gaussian,anchor_noise_0.25,38,0.8182662463810396,0.8,5000
linear_gaussian,anchor_noise_0.50,38,0.7714492715748956,0.8,5000
linear_gaussian,anchor_noise_1.00,38,0.728264735358393,0.8,5000
linear_gaussian,intervention_doX,38,0.8075172186156832,0.8,5000
linear_gaussian,naive_observational,39,0.6507524760880419,0.8,5000
linear_gaussian,anchor_noise_0.00,39,0.8044348472494374,0.8,5000
linear_gaussian,anchor_noise_0.25,39,0.7830842436779408,0.8,5000
linear_gaussian,anchor_noise_0.50,39,0.7501106604372205,0.8,5000
linear_gaussian,anchor_noise_1.00,39,0.7000404050706412,0.8,5000
linear_gaussian,intervention_doX,39,0.7921743342165027,0.8,5000
linear_gaussian,naive_observational,40,0.6413939948298577,0.8,5000
linear_gaussian,anchor_noise_0.00,40,0.7899542528341261,0.8,5000
linear_gaussian,anchor_noise_0.25,40,0.7696825583025583,0.8,5000
linear_gaussian,anchor_noise_0.50,40,0.7434006145091573,0.8,5000
linear_gaussian,anchor_noise_1.00,40,0.6942065394774367,0.8,5000
linear_gaussian,intervention_doX,40,0.7933104941924741,0.8,5000
linear_gaussian,naive_observational,41,0.6578772085740396,0.8,5000
linear_gaussian,anchor_noise_0.00,41,0.8123813720778726,0.8,5000
linear_gaussian,anchor_noise_0.25,41,0.8020469846734288,0.8,5000
linear_gaussian,anchor_noise_0.50,41,0.7565273166121607,0.8,5000
linear_gaussian,anchor_noise_1.00,41,0.7085722536473452,0.8,5000
linear_gaussian,intervention_doX,41,0.8098380623051887,0.8,5000
linear_gaussian,naive_observational,42,0.6446129780690778,0.8,5000
linear_gaussian,anchor_noise_0.00,42,0.7897281414498134,0.8,5000
linear_gaussian,anchor_noise_0.25,42,0.7696546295976088,0.8,5000
linear_gaussian,anchor_noise_0.50,42,0.7377720649528107,0.8,5000
linear_gaussian,anchor_noise_1.00,42,0.692638693514571,0.8,5000
linear_gaussian,intervention_doX,42,0.7938928096924077,0.8,5000
linear_gaussian,naive_observational,43,0.6500749546759373,0.8,5000
linear_gaussian,anchor_noise_0.00,43,0.7981768105123469,0.8,5000
linear_gaussian,anchor_noise_0.25,43,0.7783615554867499,0.8,5000
linear_gaussian,anchor_noise_0.50,43,0.741845580465488,0.8,5000
linear_gaussian,anchor_noise_1.00,43,0.7070896951130733,0.8,5000
linear_gaussian,intervention_doX,43,0.8020139857941012,0.8,5000
linear_gaussian,naive_observational,44,0.6425565205909544,0.8,5000
linear_gaussian,anchor_noise_0.00,44,0.7857377034234334,0.8,5000
linear_gaussian,anchor_noise_0.25,44,0.766022154800786,0.8,5000
linear_gaussian,anchor_noise_0.50,44,0.7383526748403152,0.8,5000
linear_gaussian,anchor_noise_1.00,44,0.6862279322703295,0.8,5000
linear_gaussian,intervention_doX,44,0.7883817033385554,0.8,5000
linear_gaussian,naive_observational,45,0.6478887536516251,0.8,5000
linear_gaussian,anchor_noise_0.00,45,0.8028320636089195,0.8,5000
linear_gaussian,anchor_noise_0.25,45,0.7880372835957723,0.8,5000
linear_gaussian,anchor_noise_0.50,45,0.7507707249432941,0.8,5000
linear_gaussian,anchor_noise_1.00,45,0.7047258507828893,0.8,5000
linear_gaussian,intervention_doX,45,0.8161214442292403,0.8,5000
linear_gaussian,naive_observational,46,0.6402178336222701,0.8,5000
linear_gaussian,anchor_noise_0.00,46,0.8061310200938798,0.8,5000
linear_gaussian,anchor_noise_0.25,46,0.7935106011182476,0.8,5000
linear_gaussian,anchor_noise_0.50,46,0.7544114072751753,0.8,5000
linear_gaussian,anchor_noise_1.00,46,0.6930810259685316,0.8,5000
linear_gaussian,intervention_doX,46,0.8177785164919752,0.8,5000
linear_gaussian,naive_observational,47,0.6332491551694845,0.8,5000
linear_gaussian,anchor_noise_0.00,47,0.7776055010998555,0.8,5000
linear_gaussian,anchor_noise_0.25,47,0.762837007630579,0.8,5000
linear_gaussian,anchor_noise_0.50,47,0.727732631300508,0.8,5000
linear_gaussian,anchor_noise_1.00,47,0.6834373315356888,0.8,5000
linear_gaussian,intervention_doX,47,0.8034987469080845,0.8,5000
linear_gaussian,naive_observational,48,0.6434862412878979,0.8,5000
linear_gaussian,anchor_noise_0.00,48,0.8026111059974623,0.8,5000
linear_gaussian,anchor_noise_0.25,48,0.7800870309933844,0.8,5000
linear_gaussian,anchor_noise_0.50,48,0.7528071152591578,0.8,5000
linear_gaussian,anchor_noise_1.00,48,0.7041296826990897,0.8,5000
linear_gaussian,intervention_doX,48,0.8094513482278833,0.8,5000
linear_gaussian,naive_observational,49,0.647267525070119,0.8,5000
linear_gaussian,anchor_noise_0.00,49,0.8053328013656037,0.8,5000
linear_gaussian,anchor_noise_0.25,49,0.7868498796705412,0.8,5000
linear_gaussian,anchor_noise_0.50,49,0.7610826936285523,0.8,5000
linear_gaussian,anchor_noise_1.00,49,0.6978181105508521,0.8,5000
linear_gaussian,intervention_doX,49,0.8036953189540699,0.8,5000
linear_gaussian,naive_observational,50,0.6575975055585688,0.8,5000
linear_gaussian,anchor_noise_0.00,50,0.7981953934846487,0.8,5000
linear_gaussian,anchor_noise_0.25,50,0.7786251414215364,0.8,5000
linear_gaussian,anchor_noise_0.50,50,0.7593320196702683,0.8,5000
linear_gaussian,anchor_noise_1.00,50,0.7164025160765761,0.8,5000
linear_gaussian,intervention_doX,50,0.8230093597244538,0.8,5000
linear_gaussian,naive_observational,51,0.6498457672318816,0.8,5000
linear_gaussian,anchor_noise_0.00,51,0.7918841652371332,0.8,5000
linear_gaussian,anchor_noise_0.25,51,0.7744754128037772,0.8,5000
linear_gaussian,anchor_noise_0.50,51,0.7462848441711997,0.8,5000
linear_gaussian,anchor_noise_1.00,51,0.6911630725831597,0.8,5000
linear_gaussian,intervention_doX,51,0.7870921681898877,0.8,5000
linear_gaussian,naive_observational,52,0.6521843957397786,0.8,5000
linear_gaussian,anchor_noise_0.00,52,0.808704409163763,0.8,5000
linear_gaussian,anchor_noise_0.25,52,0.7871326543952816,0.8,5000
linear_gaussian,anchor_noise_0.50,52,0.7552928432533509,0.8,5000
linear_gaussian,anchor_noise_1.00,52,0.7112569584944824,0.8,5000
linear_gaussian,intervention_doX,52,0.7789364921509447,0.8,5000
linear_gaussian,naive_observational,53,0.645552888572279,0.8,5000
linear_gaussian,anchor_noise_0.00,53,0.788996355039848,0.8,5000
linear_gaussian,anchor_noise_0.25,53,0.7739574271308465,0.8,5000
linear_gaussian,anchor_noise_0.50,53,0.7456320756184595,0.8,5000
linear_gaussian,anchor_noise_1.00,53,0.696131664413952,0.8,5000
linear_gaussian,intervention_doX,53,0.7934917310328897,0.8,5000
linear_gaussian,naive_observational,54,0.6472933002522482,0.8,5000
linear_gaussian,anchor_noise_0.00,54,0.7830332397907559,0.8,5000
linear_gaussian,anchor_noise_0.25,54,0.7657066516694966,0.8,5000
linear_gaussian,anchor_noise_0.50,54,0.7395477871065483,0.8,5000
linear_gaussian,anchor_noise_1.00,54,0.6875172622164318,0.8,5000
linear_gaussian,intervention_doX,54,0.8036604791800094,0.8,5000
linear_gaussian,naive_observational,55,0.6475817437420897,0.8,5000
linear_gaussian,anchor_noise_0.00,55,0.7874892261615768,0.8,5000
linear_gaussian,anchor_noise_0.25,55,0.7732274318136885,0.8,5000
linear_gaussian,anchor_noise_0.50,55,0.7396451798511863,0.8,5000
linear_gaussian,anchor_noise_1.00,55,0.7020553510021833,0.8,5000
linear_gaussian,intervention_doX,55,0.80839899198603,0.8,5000
linear_gaussian,naive_observational,56,0.657676869459141,0.8,5000
linear_gaussian,anchor_noise_0.00,56,0.8222388603580678,0.8,5000
linear_gaussian,anchor_noise_0.25,56,0.8056501039427999,0.8,5000
linear_gaussian,anchor_noise_0.50,56,0.7654976599553535,0.8,5000
linear_gaussian,anchor_noise_1.00,56,0.7139521575197177,0.8,5000
linear_gaussian,intervention_doX,56,0.8103326120204398,0.8,5000
linear_gaussian,naive_observational,57,0.6692116186741839,0.8,5000
linear_gaussian,anchor_noise_0.00,57,0.8254403949353641,0.8,5000
linear_gaussian,anchor_noise_0.25,57,0.8125914007638153,0.8,5000
linear_gaussian,anchor_noise_0.50,57,0.767281431159349,0.8,5000
linear_gaussian,anchor_noise_1.00,57,0.7270387943043567,0.8,5000
linear_gaussian,intervention_doX,57,0.7836707925951347,0.8,5000
linear_gaussian,naive_observational,58,0.6375401347596654,0.8,5000
linear_gaussian,anchor_noise_0.00,58,0.7967713683320771,0.8,5000
linear_gaussian,anchor_noise_0.25,58,0.7806706973478164,0.8,5000
linear_gaussian,anchor_noise_0.50,58,0.7469789711788349,0.8,5000
linear_gaussian,anchor_noise_1.00,58,0.6912694459126602,0.8,5000
linear_gaussian,intervention_doX,58,0.8117004989221905,0.8,5000
linear_gaussian,naive_observational,59,0.638790717311711,0.8,5000
linear_gaussian,anchor_noise_0.00,59,0.8052928981573986,0.8,5000
linear_gaussian,anchor_noise_0.25,59,0.789563219003554,0.8,5000
linear_gaussian,anchor_noise_0.50,59,0.7504825902488357,0.8,5000
linear_gaussian,anchor_noise_1.00,59,0.699995673685716,0.8,5000
linear_gaussian,intervention_doX,59,0.785518699515709,0.8,5000
linear_gaussian,naive_observational,60,0.652159391182309,0.8,5000
linear_gaussian,anchor_noise_0.00,60,0.8015461107686708,0.8,5000
linear_gaussian,anchor_noise_0.25,60,0.7843526914251502,0.8,5000
linear_gaussian,anchor_noise_0.50,60,0.7552622772515197,0.8,5000
linear_gaussian,anchor_noise_1.00,60,0.7064600234916864,0.8,5000
linear_gaussian,intervention_doX,60,0.8029907655156782,0.8,5000
linear_gaussian,naive_observational,61,0.6600814603344671,0.8,5000
linear_gaussian,anchor_noise_0.00,61,0.8111031993290403,0.8,5000
linear_gaussian,anchor_noise_0.25,61,0.7936409535965112,0.8,5000
linear_gaussian,anchor_noise_0.50,61,0.7565084279279338,0.8,5000
linear_gaussian,anchor_noise_1.00,61,0.7072934298568586,0.8,5000
linear_gaussian,intervention_doX,61,0.7966638122117413,0.8,5000
linear_gaussian,naive_observational,62,0.6330062559944898,0.8,5000
linear_gaussian,anchor_noise_0.00,62,0.7781324964624442,0.8,5000
linear_gaussian,anchor_noise_0.25,62,0.7582077495457141,0.8,5000
linear_gaussian,anchor_noise_0.50,62,0.7313883124327326,0.8,5000
linear_gaussian,anchor_noise_1.00,62,0.6816462778478147,0.8,5000
linear_gaussian,intervention_doX,62,0.7946149038330051,0.8,5000
linear_gaussian,naive_observational,63,0.6812439286315897,0.8,5000
linear_gaussian,anchor_noise_0.00,63,0.8335176881061657,0.8,5000
linear_gaussian,anchor_noise_0.25,63,0.8194972152842628,0.8,5000
linear_gaussian,anchor_noise_0.50,63,0.7815463010361737,0.8,5000
linear_gaussian,anchor_noise_1.00,63,0.7307242069021722,0.8,5000
linear_gaussian,intervention_doX,63,0.8042121122180337,0.8,5000
linear_gaussian,naive_observational,64,0.6682510023984409,0.8,5000
linear_gaussian,anchor_noise_0.00,64,0.8115602647389144,0.8,5000
linear_gaussian,anchor_noise_0.25,64,0.7985026268871653,0.8,5000
linear_gaussian,anchor_noise_0.50,64,0.7538058711791301,0.8,5000
linear_gaussian,anchor_noise_1.00,64,0.7151179234919833,0.8,5000
linear_gaussian,intervention_doX,64,0.7923622977596844,0.8,5000
linear_gaussian,naive_observational,65,0.627409586538311,0.8,5000
linear_gaussian,anchor_noise_0.00,65,0.7836572737711404,0.8,5000
linear_gaussian,anchor_noise_0.25,65,0.7647078473517928,0.8,5000
linear_gaussian,anchor_noise_0.50,65,0.735669382891902,0.8,5000
